Id,Hazard
6,2.54703760408
7,5.42189972471
8,5.91683648496
9,3.66069567715
10,3.53300569089
11,4.48472263587
13,4.3755126892
14,3.37737031425
16,3.36265471258
17,3.7375104814
18,4.64059665249
20,3.94892731799
27,6.95602810602
28,4.1960563955
29,2.79294054394
30,3.56635761299
34,3.48983893236
35,3.86340149015
36,3.55948060952
37,3.76274603091
38,3.28397870381
40,3.95910920973
42,4.62642431512
46,3.2887626107
47,3.78192043093
48,4.22573880837
49,6.20706983715
51,4.15006196103
52,4.4677723893
53,2.27783777726
54,2.82723645231
55,2.23080916243
56,5.47760243708
57,2.71012933822
60,4.42200621174
61,3.33202892093
64,5.51573757202
65,4.13775997432
66,4.30790654891
68,4.36299092239
70,3.1534573494
71,2.78432497606
75,3.06057341635
76,3.8715015788
78,5.29639479632
80,3.73596934352
81,4.88575714568
82,4.21465135416
83,4.21091175583
85,2.63358786067
86,2.67598176477
87,3.48592774516
89,2.84788709756
90,3.79138733608
91,4.65392002394
92,4.38042407813
95,3.36879533193
97,5.24683493662
99,2.69421892941
101,4.12612481539
102,4.16812413413
103,3.22315810758
104,4.1791865824
107,3.96985996442
108,3.27414426103
111,2.94085837392
112,5.64491322049
115,6.02630417664
119,3.14186906678
121,3.71854408881
124,3.63957591213
128,4.13250216594
130,5.25741384682
131,4.96432298385
133,5.195509078
134,4.39599782323
137,4.00491668629
138,4.41286807572
142,4.75129864469
143,4.74779669082
144,7.7617856496
145,4.20968300021
147,3.85094807795
148,4.53234070961
152,3.18919143618
154,10.4995994898
158,2.87425815631
159,3.66625354913
160,5.17828923719
161,4.64684249236
164,2.76226903861
165,3.33870627883
166,2.44647259527
167,3.01240423681
169,3.93146370134
170,4.60182435932
171,4.85203960734
175,3.20254884985
177,3.80272433407
178,4.61168383396
180,7.46866598882
182,3.37754925002
184,7.10389816003
185,5.87549179813
186,3.86867569722
190,4.53024768059
191,3.62205787688
192,2.81083423812
195,4.97475918362
196,5.25534200249
197,3.98070576558
198,4.61341179106
199,7.66866059202
200,3.04930314543
204,2.70493605566
205,4.48580452998
207,2.4766293796
208,3.3652858013
209,7.28087979275
211,5.84180583475
216,6.51235435194
217,1.94107262353
220,4.11912321797
223,5.46996941671
224,4.93344364911
230,3.49393467533
232,3.89806283972
235,3.06498166953
236,4.84852646995
238,3.3692231751
240,2.93827442275
242,4.32672236547
244,3.52988656272
245,3.88608005226
248,4.01735199147
251,3.82948016956
256,3.4711921782
258,6.39745873395
259,4.53391447217
261,4.80866491727
267,4.21528875961
268,4.09770951624
270,4.64420996144
272,5.84530762995
273,2.70776626346
275,2.10784360175
276,3.26439680032
277,3.95741994939
279,3.58890120864
283,3.78974223145
284,4.1730760005
286,3.12259802759
287,3.9128577362
288,2.9083527756
289,5.76127297043
292,3.66836613714
293,4.60205237955
295,3.96843062261
297,3.91613320807
301,4.68357981814
303,3.62336028665
304,3.06894881716
305,2.63588072706
308,3.20969890738
309,4.48838883116
313,3.13490015603
314,4.92490542832
315,3.8664038438
316,3.53222275116
318,4.14489277117
320,4.82555078485
324,3.6393580007
325,3.4793679551
326,3.15855705002
327,3.76105936537
328,5.7301023281
332,3.89767902395
333,5.53407084383
336,3.22981853994
339,4.03517247315
340,4.8284861464
342,4.06638377488
344,6.91908154675
345,3.37707421284
346,3.56644046367
349,4.09017380541
353,3.90791367192
355,4.11787596488
360,3.2435617476
363,3.98675636376
366,3.59544592051
367,3.6728655641
369,4.35294413624
371,5.50503521094
372,2.43081510812
374,2.9048707762
375,2.71453425417
378,2.88179039525
379,2.06867931095
381,4.3447264028
382,2.95739500243
384,3.1533384946
385,3.38771979772
387,4.49729193873
388,3.08389473644
389,4.53378716478
390,4.49602783644
393,4.09729530661
394,5.72859414102
395,3.53724909977
397,2.44828738007
398,5.34773528831
399,3.76484575662
403,3.41688972121
404,2.76356402991
406,2.81703052624
407,2.98896359993
410,1.53980106229
411,3.94483423167
