Id,Hazard
6,3.87452519347
7,4.06956967515
8,4.50674620918
9,4.13172696847
10,3.59709908111
11,4.39097945508
13,4.08274957728
14,3.90380089693
16,4.22237444218
17,3.55484589524
18,3.71052117832
20,3.68562565452
27,4.08010885986
28,3.976808827
29,4.08475407692
30,4.21536177494
34,3.90075131235
35,3.66249400506
36,3.58544981811
37,4.04356907471
38,4.22344500534
40,4.26616682975
42,4.40451321973
46,4.13593978599
47,4.03199060244
48,3.97876962419
49,4.09291501714
51,3.69418614476
52,3.74358045857
53,3.63117104118
54,4.07383769215
55,3.52497945781
56,4.17590010718
57,3.6749889138
60,3.9463289807
61,3.56309261758
64,4.05160780993
65,4.19818262052
66,4.33193954202
68,4.26930242245
70,3.66148169712
71,3.62244910483
75,3.61783152816
76,3.70668849728
78,4.15369736802
80,4.09446899094
81,4.42040846788
82,4.1330375088
83,4.12343616199
85,3.94488441819
86,3.46062737946
87,4.24181490581
89,3.93656990717
90,3.69486072858
91,4.04725024643
92,3.9073527996
95,3.4534080034
97,4.28178365648
99,3.71922352603
101,4.06192128731
102,4.17081747927
103,3.62051622498
104,4.29740429455
107,3.86706295859
108,4.0209892931
111,4.00603620915
112,4.11956660558
115,4.39957297781
119,4.01331776344
121,3.95474696655
124,4.49988848205
128,3.93917129944
130,4.14613987837
131,4.09584056829
133,4.23109258875
134,3.93293612113
137,3.96103495304
138,3.64742674611
142,3.94844675681
143,3.95767971571
144,4.06075007908
145,4.19360717045
147,4.28803994451
148,4.29351705028
152,3.75186055591
154,4.08777678181
158,3.57192352953
159,3.76754659545
160,4.1346560364
161,3.83950141052
164,4.43362498602
165,4.30293952631
166,3.64410979356
167,3.57915877496
169,4.29925960352
170,4.32275323762
171,4.6093954989
175,3.63918598663
177,4.14532655837
178,4.39157944175
180,4.27923546398
182,3.68483457495
184,3.99181357506
185,4.24977453744
186,3.88215511444
190,4.24566657473
191,3.98358411195
192,4.23799504902
195,4.42315979365
196,4.22037289866
197,4.16250709097
198,4.10929588123
199,3.78874038795
200,4.00697307709
204,3.89828602329
205,4.27308316752
207,3.51253558667
208,3.88192137607
209,3.7061220806
211,4.47504861276
216,4.34855066275
217,3.50266050482
220,4.15740334156
223,4.20194104311
224,4.34999474077
230,4.33443880136
232,4.17566816304
235,3.92292106606
236,4.35521997791
238,4.13854512483
240,3.72205323797
242,4.21624988597
244,3.7231544337
245,3.71353808094
248,4.42016066527
251,4.06601881209
256,4.05924589695
258,4.42275252104
259,3.79918900826
261,4.21780860294
267,3.79477974759
268,3.93823432388
270,4.33538051534
272,4.55118748335
273,3.55407083576
275,3.56659903641
276,3.65052414699
277,3.94105526969
279,4.07869210125
283,4.18015247914
284,3.88720019952
286,3.62233770086
287,3.70297230513
288,3.59241233574
289,4.27750525741
292,3.75448916177
293,3.78430734145
295,4.48392275358
297,3.79378125828
301,4.16186752673
303,3.72765950126
304,3.64874289211
305,3.82345667326
308,4.07230394144
309,4.01405795925
313,4.01786381535
314,4.03810585721
315,3.85216027901
316,3.83052147427
318,3.79386216103
320,4.15682357604
324,4.18859453355
325,3.80942246885
326,3.58268382032
327,4.3261649791
328,4.48973551608
332,3.71877860783
333,4.65802846318
336,4.13504018895
339,4.1183227617
340,4.06462619058
342,3.84766814922
344,4.07864545367
345,3.97317777388
346,3.80255820327
349,3.89567599519
353,3.76924779448
355,4.1040805526
360,3.59771680373
363,4.00403610639
366,3.841339755
367,3.68184085443
369,3.49267630345
371,4.4017348313
372,3.56901670597
374,4.30016560903
375,3.60660564206
378,4.15943274281
379,3.73554991212
381,4.12135990966
382,3.66134134224
384,3.56741360432
385,3.6049473763
387,4.090337225
388,3.91531624267
389,4.60692142223
390,4.16147898827
393,3.87321419805
394,4.42621002044
395,3.88769280398
397,3.46990871465
398,4.45337178177
399,4.17460648647
403,3.97751596199
404,3.56043162443
406,3.88744093535
407,4.20790835327
410,3.63276183063
411,4.1503342828
412,3.60607883941
413,3.86874167569
417,4.44022065045
419,3.93594669967
422,4.41965436357
425,4.05398487699
426,4.18875064144
427,3.9497870714
432,4.06007257851
434,4.13043606295
437,4.13683003289
438,3.75002972884
440,3.41113735096
441,4.2173007186
443,3.5470652815
445,3.98684867136
447,3.74194310396
449,3.49728033166
450,3.9560812478
451,3.91210343634
453,4.23395896464
455,4.14838182508
456,4.18257139958
459,4.24795524253
461,3.68189048353
463,4.21526817144
